row,original_name,normalized_name,group_title,country_hint,matched,tvg_id,epg_source_section,confidence,method
1,Vegateve,VEGATEVE,R. DOMINICANA,do,False,,,83,review_required
2,100 mexicanos,100 MEXICANOS,-- VIX --,,False,,,90,review_required
3,40 y 20,40 Y 20,-- VIX --,,False,,,90,review_required
4,Aqui y Ahora,AQUI Y AHORA,-- VIX --,,False,,,0,no_candidate
5,Como Dice el Dicho,COMO DICE EL DICHO,-- VIX --,,False,,,0,no_candidate
6,Cops en EspaÃ±ol,COPS EN ESPAA OL,-- VIX --,,False,,,0,no_candidate
7,Cuidado con el Angel,CUIDADO CON EL ANGEL,-- VIX --,,False,,,90,review_required
8,La Rosa de Guadalupe,LA ROSA DE GUADALUPE,-- VIX --,,False,,,0,no_candidate
9,Las 3 Marias,LAS 3 MARIAS,-- VIX --,,False,,,90,review_required
10,Mi Corazon es tuyo,MI CORAZON ES TUYO,-- VIX --,,False,,,90,review_required
11,Novelas 1,NOVELAS 1,-- VIX --,,False,,,95,review_required
12,Novelas 3,NOVELAS 3,-- VIX --,,False,,,95,review_required
13,Novelas 4,NOVELAS 4,-- VIX --,,False,,,95,review_required
14,Refugio de Amor,REFUGIO DE AMOR,-- VIX --,,False,,,90,review_required
15,Teresa,TERESA,-- VIX --,,False,,,90,review_required
16,VIX | TUDN FHD,VIX TUDN,-- VIX --,,False,,,90,review_required
17,Canal i,I,VENEZUELA,ve,True,I-TV.ch,epg_ripper_CH1,99,exact_name
18,TVE INTERNACIONAL | AR,TVE INTERNACIONAL AR,☕NOTICIAS☕,,False,,,95,review_required
19,OPA!,OPA,COSTA RICA,cr,False,,,83,review_required
20,LIDOM 07  | Coral,LIDOM 07 CORAL,R. DOMINICANA,do,False,,,83,review_required
21,LIDOM 06  | RTV,LIDOM 06 RTV,BEISBOL R. DOMINICANA,do,False,,,83,review_required
22,LIDOM 05  | Colimdo TV,LIDOM 05 COLIMDO,BEISBOL R. DOMINICANA,do,False,,,83,review_required
23,LIDOM 04  | TV La Romana,LIDOM 04 TV LA ROMANA,BEISBOL R. DOMINICANA,do,False,,,83,review_required
24,LIDOM 03  | CDN Deportes,LIDOM 03 CDN DEPORTES,BEISBOL R. DOMINICANA,do,True,Canal.CDN.Deportes.do,epg_ripper_DO1,94,fuzzy_country
25,LIDOM 02  | Teleuniverso,LIDOM 02 TELEUNIVERSO,BEISBOL R. DOMINICANA,do,False,,,83,review_required
26,LIDOM 01  | Luna TV,LIDOM 01 LUNA,BEISBOL R. DOMINICANA,do,False,,,83,review_required
27,TVO,TVO,R. DOMINICANA,do,True,TVO.ch,epg_ripper_CH1,99,exact_name
28,ECUADOR | RTU,ECUADOR RTU,ECUADOR,ec,True,Canal.Ecuador.TV.ec,epg_ripper_EC1,94,fuzzy_country
29,TNT SPORTS  »1«,TNT SPORTS 1,CHILE,cl,True,TNT.Sports.1.HD.ie,epg_ripper_IE1,99,exact_name
30,TNT SPORTS  »2«,TNT SPORTS 2,CHILE,cl,True,TNT.Sports.2.HD.ie,epg_ripper_IE1,99,exact_name
31,TNT SPORTS  »3«,TNT SPORTS 3,CHILE,cl,True,TNT.Sports.3.HD.ie,epg_ripper_IE1,99,exact_name
32,TNT SPORTS PREMIUM »1«,TNT SPORTS 1,CHILE,cl,True,TNT.Sports.1.HD.ie,epg_ripper_IE1,99,exact_name
33,TNT SPORTS PREMIUM »2«,TNT SPORTS 2,CHILE,cl,True,TNT.Sports.2.HD.ie,epg_ripper_IE1,99,exact_name
34,TNT SPORTS PREMIUM »3«,TNT SPORTS 3,CHILE,cl,True,TNT.Sports.3.HD.ie,epg_ripper_IE1,99,exact_name
35,FCL• DIRECTV SPORTS (HD) »2«,FCL DIRECTV SPORTS 2,CHILE,cl,False,,,83,review_required
36,FCL• DIRECTV SPORTS (HD) »1«,FCL DIRECTV SPORTS 1,CHILE,cl,False,,,83,review_required
37,FCL• ESPN (HD) »1«,FCL ESPN 1,CHILE,cl,False,,,88,review_required
38,FCL• ESPN (HD) »2«,FCL ESPN 2,CHILE,cl,False,,,88,review_required
39,Discovery Familia FHD,DISCOVERY FAMILIA,✈CULTURA✈,,True,Canal.Discovery.Familia.sv,epg_ripper_SV1,99,exact_name
40,Discovery Familia HD,DISCOVERY FAMILIA,✈CULTURA✈,,True,Canal.Discovery.Familia.sv,epg_ripper_SV1,99,exact_name
41,TV AGUAN,TV AGUAN,HONDURAS,hn,False,,,83,review_required
42,Tv Copan - Canal 9,TV COPAN,HONDURAS,hn,False,,,83,review_required
43,A&E OP1,A AND E OP1,✮CINE PREMIUM✮,,False,,,90,review_required
44,A&E OP2 | AR,A AND E OP2 AR,✮CINE PREMIUM✮,,False,,,90,review_required
45,A&E OP3,A AND E OP3,✮CINE PREMIUM✮,,False,,,90,review_required
46,AMC | AR FHD,AMC AR,✮CINE PREMIUM✮,,False,,,90,review_required
47,AMC HD (DTV),AMC DTV,✮CINE PREMIUM✮,,False,,,90,review_required
48,AMC HD MX (DTV),AMC MX DTV,✮CINE PREMIUM✮,,False,,,90,review_required
49,AXN FHD,AXN,✮CINE PREMIUM✮,,True,AXN.(HD).ro,epg_ripper_RO2,99,exact_name
50,AXN HD MX (DTV),AXN MX DTV,✮CINE PREMIUM✮,,False,,,95,review_required
51,AXN HD (DTV),AXN DTV,✮CINE PREMIUM✮,,False,,,95,review_required
52,A3SERIES,A3SERIES,✮CINE PREMIUM✮,,False,,,90,review_required
53,ATRESERIES HD (DTV),ATRESERIES DTV,✮CINE PREMIUM✮,,False,,,95,review_required
54,ATRESERIES HD (P),ATRESERIES P,✮CINE PREMIUM✮,,False,,,95,review_required
55,CINEMA HD,CINEMA,✮CINE PREMIUM✮,,True,Canal.Cinema.mx,epg_ripper_MX1,99,exact_name
56,CINEMA,CINEMA,✮CINE PREMIUM✮,,True,Canal.Cinema.mx,epg_ripper_MX1,99,exact_name
57,CINE LATINO HD (DTV),CINE DTV,✮CINE PREMIUM✮,,False,,,90,review_required
58,CINE LATINO,CINE,✮CINE PREMIUM✮,,False,,,90,review_required
59,CINE LATINO FHD,CINE,✮CINE PREMIUM✮,,False,,,90,review_required
60,CINECANAL ARG (DTV),CINECANAL ARG DTV,✮CINE PREMIUM✮,,False,,,95,review_required
61,CINECANAL | AR HD,CINECANAL AR,✮CINE PREMIUM✮,,False,,,95,review_required
62,CineCanal HD CH (DTV),CINECANAL CH DTV,✮CINE PREMIUM✮,,False,,,95,review_required
63,CineCanal HD MX (DTV),CINECANAL MX DTV,✮CINE PREMIUM✮,,False,,,95,review_required
64,CINEMAX OP1,CINEMAX OP1,✮CINE PREMIUM✮,,False,,,95,review_required
65,CINEMAX OP2,CINEMAX OP2,✮CINE PREMIUM✮,,False,,,95,review_required
66,CINEMAX OP3,CINEMAX OP3,✮CINE PREMIUM✮,,False,,,95,review_required
67,DE PELICULA PLUS HD,DE PELICULA PLUS,✮CINE PREMIUM✮,,True,DE.PELICULA.PLUS.HD.uy,epg_ripper_UY1,99,exact_name
68,DE PELICULA PLUS,DE PELICULA PLUS,✮CINE PREMIUM✮,,True,DE.PELICULA.PLUS.HD.uy,epg_ripper_UY1,99,exact_name
69,DE PELICULA HD,DE PELICULA,✮CINE PREMIUM✮,,True,Canal.De.Película.ar,epg_ripper_AR1,99,exact_name
70,DE PELICULA CLASICO,DE PELICULA CLASICO,✮CINE PREMIUM✮,,True,Canal.De.Película.Clásico.sv,epg_ripper_SV1,99,exact_name
71,DHE FHD,DHE,✮CINE PREMIUM✮,,True,Canal.DHE.cl,epg_ripper_CL1,99,exact_name
72,DHE,DHE,✮CINE PREMIUM✮,,True,Canal.DHE.cl,epg_ripper_CL1,99,exact_name
73,DHE HD,DHE,✮CINE PREMIUM✮,,True,Canal.DHE.cl,epg_ripper_CL1,99,exact_name
74,EUROPA EUROPA,EUROPA EUROPA,✮CINE PREMIUM✮,,True,Canal.Europa.Europa.ar,epg_ripper_AR1,99,exact_name
75,EUROPA EUROPA HD (DTV),EUROPA EUROPA DTV,✮CINE PREMIUM✮,,False,,,95,review_required
76,FX HD (DTV),FX DTV,✮CINE PREMIUM✮,,False,,,95,review_required
77,FX | AR HD,FX AR,✮CINE PREMIUM✮,,False,,,95,review_required
78,FX HD MX (DTV),FX MX DTV,✮CINE PREMIUM✮,,False,,,90,review_required
79,GOLDEN PLUS | AR,GOLDEN PLUS AR,✮CINE PREMIUM✮,,False,,,95,review_required
80,GOLDEN EDGE | AR,GOLDEN EDGE AR,✮CINE PREMIUM✮,,False,,,95,review_required
81,GOLDEN PREMIER,GOLDEN PREMIER,✮CINE PREMIUM✮,,True,Canal.Golden.Premier.cl,epg_ripper_CL1,99,exact_name
82,GOLDEN PREMIER HD,GOLDEN PREMIER,✮CINE PREMIUM✮,,True,Canal.Golden.Premier.cl,epg_ripper_CL1,99,exact_name
83,GOLDEN | AR,GOLDEN AR,✮CINE PREMIUM✮,,False,,,90,review_required
84,GOLDEN HD,GOLDEN,✮CINE PREMIUM✮,,True,GOLDEN.HD.co,epg_ripper_CO1,99,exact_name
85,HBO HD,HBO,✮CINE PREMIUM✮,,True,HBO.(HD).ro,epg_ripper_RO2,99,exact_name
86,HBO,HBO,✮CINE PREMIUM✮,,True,HBO.(HD).ro,epg_ripper_RO2,99,exact_name
87,HBO HD (DTV),HBO DTV,✮CINE PREMIUM✮,,False,,,90,review_required
88,HBO | MX,HBO MX,✮CINE PREMIUM✮,,False,,,92,review_required
89,HBO 2 HD | MX,HBO 2 MX,✮CINE PREMIUM✮,,False,,,95,review_required
90,HBO 2 HD (DTV),HBO 2 DTV,✮CINE PREMIUM✮,,False,,,95,review_required
91,HBO 2 HD,HBO 2,✮CINE PREMIUM✮,,True,HBO.2.HD..uy,epg_ripper_UY1,99,exact_name
92,HBO 2 HD,HBO 2,✮CINE PREMIUM✮,,True,HBO.2.HD..uy,epg_ripper_UY1,99,exact_name
93,HBO FAMILY,HBO FAMILY,✮CINE PREMIUM✮,,True,HBO.FAMILY.HD..uy,epg_ripper_UY1,99,exact_name
94,HBO FAMILY,HBO FAMILY,✮CINE PREMIUM✮,,True,HBO.FAMILY.HD..uy,epg_ripper_UY1,99,exact_name
95,HBO FAMILY HD (DTV),HBO FAMILY DTV,✮CINE PREMIUM✮,,False,,,95,review_required
96,HBO PLUS  HD (DTV),HBO PLUS DTV,✮CINE PREMIUM✮,,False,,,90,review_required
97,HBO PLUS | MX,HBO PLUS MX,✮CINE PREMIUM✮,,False,,,95,review_required
98,HBO PLUS HD (DTV),HBO PLUS DTV,✮CINE PREMIUM✮,,False,,,90,review_required
99,HBO PLUS HD,HBO PLUS,✮CINE PREMIUM✮,,True,Canal.HBO.Plus.ar,epg_ripper_AR1,99,exact_name
100,HBO SIGNATURE HD (DTV),HBO SIGNATURE DTV,✮CINE PREMIUM✮,,False,,,95,review_required
101,HBO SIGNATURE HD,HBO SIGNATURE,✮CINE PREMIUM✮,,True,HBO.SIGNATURE.HD..uy,epg_ripper_UY1,99,exact_name
102,MULTIPREMIER HD,MULTIPREMIER,✮CINE PREMIUM✮,,True,Canal.Multipremier.cl,epg_ripper_CL1,99,exact_name
103,MULTIPREMIER,MULTIPREMIER,✮CINE PREMIUM✮,,True,Canal.Multipremier.cl,epg_ripper_CL1,99,exact_name
104,PARAMOUNT CHANNEL FHD,PARAMOUNT,✮CINE PREMIUM✮,,True,Paramount.Channel.br,epg_ripper_BR2,99,exact_name
105,PARAMOUNT CHANNEL,PARAMOUNT,✮CINE PREMIUM✮,,True,Paramount.Channel.br,epg_ripper_BR2,99,exact_name
106,PARAMOUNT CHANNEL HD,PARAMOUNT,✮CINE PREMIUM✮,,True,Paramount.Channel.br,epg_ripper_BR2,99,exact_name
107,SONY MOVIES HD | AR,SONY MOVIES AR,✮CINE PREMIUM✮,,False,,,95,review_required
108,SONY CHANNEL HD | AR,SONY AR,✮CINE PREMIUM✮,,False,,,95,review_required
109,SONY CHANNEL | MX,SONY MX,✮CINE PREMIUM✮,,False,,,95,review_required
110,SPACE HD | MX,SPACE MX,✮CINE PREMIUM✮,,False,,,95,review_required
111,Space ᴴᴰ | MX,SPACE MX,✮CINE PREMIUM✮,,False,,,95,review_required
112,Space FHD,SPACE,✮CINE PREMIUM✮,,True,SPACE..uy,epg_ripper_UY1,99,exact_name
113,STAR CHANNEL HD (DTV),STAR DTV,✮CINE PREMIUM✮,,False,,,93,review_required
114,STAR CHANNEL HD | ARG,STAR ARG,✮CINE PREMIUM✮,,False,,,90,review_required
115,STAR CHANNEL HD MX (DTV),STAR MX DTV,✮CINE PREMIUM✮,,False,,,90,review_required
116,STAR CHANNEL HD,STAR,✮CINE PREMIUM✮,,True,STAR.CHANNEL..uy,epg_ripper_UY1,99,exact_name
117,STUDIO UNIVERSAL HD | MX,STUDIO UNIVERSAL MX,✮CINE PREMIUM✮,,False,,,95,review_required
118,STUDIO UNIVERSAL HD | AR,STUDIO UNIVERSAL AR,✮CINE PREMIUM✮,,False,,,95,review_required
119,STUDIO UNIVERSAL,STUDIO UNIVERSAL,✮CINE PREMIUM✮,,True,STUDIO.UNIVERSAL..uy,epg_ripper_UY1,99,exact_name
120,STUDIO UNIVERSAL,STUDIO UNIVERSAL,✮CINE PREMIUM✮,,True,STUDIO.UNIVERSAL..uy,epg_ripper_UY1,99,exact_name
121,USA HD | AR,USA AR,✮CINE PREMIUM✮,us,False,,,83,review_required
122,USA FHD,USA,✮CINE PREMIUM✮,us,False,,,90,review_required
123,USA,USA,✮CINE PREMIUM✮,us,False,,,90,review_required
124,TNT NOVELAS FHD | MX,TNT NOVELAS MX,✮CINE PREMIUM✮,,False,,,95,review_required
125,TNT NOVELAS HD (DTV),TNT NOVELAS DTV,✮CINE PREMIUM✮,,False,,,95,review_required
126,TNT NOVELAS HD,TNT NOVELAS,✮CINE PREMIUM✮,,True,TNT.NOVELAS..uy,epg_ripper_UY1,99,exact_name
127,TCM,TCM,✮CINE PREMIUM✮,,True,TCM..uy,epg_ripper_UY1,99,exact_name
128,TCM HD,TCM,✮CINE PREMIUM✮,,True,TCM..uy,epg_ripper_UY1,99,exact_name
129,TCM FHD | MX,TCM MX,✮CINE PREMIUM✮,,False,,,95,review_required
130,TNT HD | AR,TNT AR,✮CINE PREMIUM✮,,False,,,95,review_required
131,TNT FHD,TNT,✮CINE PREMIUM✮,,True,TNT..uy,epg_ripper_UY1,99,exact_name
132,TNT FHD,TNT,✮CINE PREMIUM✮,,True,TNT..uy,epg_ripper_UY1,99,exact_name
133,TNT HD,TNT,✮CINE PREMIUM✮,,True,TNT..uy,epg_ripper_UY1,99,exact_name
134,TNT SERIES HD (DTV),TNT SERIES DTV,✮CINE PREMIUM✮,,False,,,95,review_required
135,TNT SERIES HD,TNT SERIES,✮CINE PREMIUM✮,,True,Canal.TNT.Series.sv,epg_ripper_SV1,99,exact_name
136,TNT SERIES,TNT SERIES,✮CINE PREMIUM✮,,True,Canal.TNT.Series.sv,epg_ripper_SV1,99,exact_name
137,TNT SERIES HD | MX,TNT SERIES MX,✮CINE PREMIUM✮,,False,,,95,review_required
138,UNIVERSAL HD (DTV),UNIVERSAL DTV,✮CINE PREMIUM✮,,False,,,96,review_required
139,UNIVERSAL  ᴴᴰ |MX,UNIVERSAL MX,✮CINE PREMIUM✮,,False,,,95,review_required
140,UNIVERSAL HD | AR,UNIVERSAL AR,✮CINE PREMIUM✮,,False,,,95,review_required
141,UNIVERSAL HD,UNIVERSAL,✮CINE PREMIUM✮,,True,UNIVERSAL.CHANNEL..uy,epg_ripper_UY1,99,exact_name
142,WARNER TV HD MX,WARNER TV MX,✮CINE PREMIUM✮,,False,,,95,review_required
143,WARNER TV HD AR (DTV),WARNER TV AR DTV,✮CINE PREMIUM✮,,False,,,95,review_required
144,WARNER HD | MX,WARNER MX,✮CINE PREMIUM✮,,False,,,95,review_required
145,WARNER FHD,WARNER,✮CINE PREMIUM✮,,True,WARNER..uy,epg_ripper_UY1,99,exact_name
146,UNIVERSAL REALITY,UNIVERSAL REALITY,✮CINE PREMIUM✮,,True,Canal.Universal.Reality.mx,epg_ripper_MX1,99,exact_name
147,UNIVERSAL CINEMA,UNIVERSAL CINEMA,✮CINE PREMIUM✮,,True,Canal.Universal.Cinema.mx,epg_ripper_MX1,99,exact_name
148,UNIVERSAL CRIME |MX,UNIVERSAL CRIME MX,✮CINE PREMIUM✮,,False,,,95,review_required
149,UNIVERSAL COMEDY HD | MX,UNIVERSAL COMEDY MX,✮CINE PREMIUM✮,,False,,,95,review_required
150,UNIVERSAL PREMIERE HD,UNIVERSAL PREMIERE,✮CINE PREMIUM✮,,True,Canal.Universal.Premiere.mx,epg_ripper_MX1,99,exact_name
151,UNIVERSAL PREMIERE HD | MX,UNIVERSAL PREMIERE MX,✮CINE PREMIUM✮,,False,,,95,review_required
152,HBO POP FHD,HBO POP,✮CINE PREMIUM✮,,True,Canal.HBO.Pop.ar,epg_ripper_AR1,99,exact_name
153,HBO POP HD,HBO POP,✮CINE PREMIUM✮,,True,Canal.HBO.Pop.ar,epg_ripper_AR1,99,exact_name
154,HBO POP,HBO POP,✮CINE PREMIUM✮,,True,Canal.HBO.Pop.ar,epg_ripper_AR1,99,exact_name
155,HBO MUNDI FHD | MX,HBO MUNDI MX,✮CINE PREMIUM✮,,False,,,95,review_required
156,HBO MUNDI HD,HBO MUNDI,✮CINE PREMIUM✮,,True,Canal.HBO.Mundi.ar,epg_ripper_AR1,99,exact_name
157,HBO MUNDI,HBO MUNDI,✮CINE PREMIUM✮,,True,Canal.HBO.Mundi.ar,epg_ripper_AR1,99,exact_name
158,HBO XTREME HD,HBO XTREME,✮CINE PREMIUM✮,,True,Canal.HBO.Xtreme.ar,epg_ripper_AR1,99,exact_name
159,HBO XTREME,HBO XTREME,✮CINE PREMIUM✮,,True,Canal.HBO.Xtreme.ar,epg_ripper_AR1,99,exact_name
160,HBO XTREME HD | MX,HBO XTREME MX,✮CINE PREMIUM✮,,False,,,95,review_required
161,Multicinema,MULTICINEMA,✮CINE PREMIUM✮,,False,,,90,review_required
162,CINE ESTELAR,CINE ESTELAR,✮CINE PREMIUM✮,,True,Canal.Cine.Estelar.sv,epg_ripper_SV1,99,exact_name
163,Cinema DC Universe HD,CINEMA DC UNIVERSE,EXTRA CINE,,False,,,90,review_required
164,FILM & ARTS,FILM AND ARTS,✈CULTURA✈,,True,FILM.and.ARTS.HD.uy,epg_ripper_UY1,99,exact_name
165,Film & Arts | AR HD,FILM AND ARTS AR,✈CULTURA✈,,False,,,95,review_required
166,Animal Planet HD (DTV),ANIMAL PLANET DTV,✈CULTURA✈,,False,,,95,review_required
167,Animal Planet  | AR HD,ANIMAL PLANET AR,✈CULTURA✈,,False,,,95,review_required
168,Concert Channel,CONCERT,✈CULTURA✈,,True,CONCERT.CHANNEL.HD.uy,epg_ripper_UY1,99,exact_name
169,CGTN ESPAÑOL HD,CGTN ESPANOL,✈CULTURA✈,,True,CGTN.Espanol.cz,epg_ripper_CZ1,99,exact_name
170,Discovery Channel | AR,DISCOVERY AR,✈CULTURA✈,,False,,,95,review_required
171,Discovery Channel Mexico,DISCOVERY MEXICO,✈CULTURA✈,mx,True,Canal.Discovery.Channel.(México).mx,epg_ripper_MX1,100,exact_name+country
172,Discovery ID,DISCOVERY ID,✈CULTURA✈,,True,DISCOVERY.ID..uy,epg_ripper_UY1,99,exact_name
173,Discovery ID HD (DTV),DISCOVERY ID DTV,✈CULTURA✈,,False,,,95,review_required
174,Discovery Home & Health | AR,DISCOVERY HOME AND HEALTH AR,✈CULTURA✈,,False,,,93,review_required
175,Discovery Home & Health HD (DTV),DISCOVERY HOME AND HEALTH DTV,✈CULTURA✈,,False,,,91,review_required
176,Discovery Science | AR,DISCOVERY SCIENCE AR,✈CULTURA✈,,False,,,95,review_required
177,Discovery Theater HD,DISCOVERY THEATER,✈CULTURA✈,,True,DISCOVERY.HD.THEATER..uy,epg_ripper_UY1,99,exact_name
178,Discovery Turbo HD (DTV),DISCOVERY TURBO DTV,✈CULTURA✈,,False,,,95,review_required
179,Discovery Turbo FHD | AR,DISCOVERY TURBO AR,✈CULTURA✈,,False,,,95,review_required
180,Discovery World HD (DTV),DISCOVERY WORLD DTV,✈CULTURA✈,,False,,,95,review_required
181,Discovery World HD  | AR,DISCOVERY WORLD AR,✈CULTURA✈,,False,,,95,review_required
182,El Gourmet HD,EL GOURMET,✈CULTURA✈,,True,EL.GOURMET..uy,epg_ripper_UY1,99,exact_name
183,El Gourmet,EL GOURMET,✈CULTURA✈,,True,EL.GOURMET..uy,epg_ripper_UY1,99,exact_name
184,Food Network,FOOD NETWORK,✈CULTURA✈,,True,FOOD.NETWORK..uy,epg_ripper_UY1,99,exact_name
185,Food Network HD,FOOD NETWORK,✈CULTURA✈,,True,FOOD.NETWORK..uy,epg_ripper_UY1,99,exact_name
186,HGTV  | AR HD,HGTV AR,✈CULTURA✈,,False,,,90,review_required
187,HGTV HD (DTV),HGTV DTV,✈CULTURA✈,,False,,,90,review_required
188,Hispan TV,HISPAN,✈CULTURA✈,,False,,,90,review_required
189,H2 History HD (DTV),H2 HISTORY DTV,✈CULTURA✈,,False,,,95,review_required
190,HISTORY 2 | MX,HISTORY 2 MX,✈CULTURA✈,,False,,,95,review_required
191,History Channel HD | MX,HISTORY MX,✈CULTURA✈,,False,,,95,review_required
192,History Channel HD,HISTORY,✈CULTURA✈,,True,HISTORY..uy,epg_ripper_UY1,99,exact_name
193,LOVE NATURE | AR,LOVE NATURE AR,✈CULTURA✈,,False,,,95,review_required
194,LOVE NATURE HD (DTV),LOVE NATURE DTV,✈CULTURA✈,,False,,,95,review_required
195,National Geographic HD | AR,NATIONAL GEOGRAPHIC AR,✈CULTURA✈,,False,,,95,review_required
196,National Geographic | MX,NATIONAL GEOGRAPHIC MX,✈CULTURA✈,,False,,,95,review_required
197,NatGeo Mundo,NATGEO MUNDO,✈CULTURA✈,,False,,,90,review_required
198,NatGeo Mundo HD,NATGEO MUNDO,✈CULTURA✈,,False,,,90,review_required
199,NASA Live Stream,NASA LIVE STREAM,✈CULTURA✈,,False,,,90,review_required
200,Smithsonian Channel HD,SMITHSONIAN,✈CULTURA✈,,True,Smithsonian.Channel.kr,epg_ripper_KR1,99,exact_name
201,THE WEATHER CHANNEL,THE WEATHER,✈CULTURA✈,,False,,,95,review_required
202,Kanal D Drama,KANAL D DRAMA,ENTRETENIMIENTO,,True,KANAL.D.DRAMA..uy,epg_ripper_UY1,99,exact_name
203,UNIVISION TELENOVELAS HD,UNIVISION TELENOVELAS,ENTRETENIMIENTO,,False,,,95,review_required
204,RCN Novelas,RCN NOVELAS,ENTRETENIMIENTO,,True,Canal.RCN.Novelas.cl,epg_ripper_CL1,99,exact_name
205,E! HD,E,ENTRETENIMIENTO,,True,E!.HD.gr,epg_ripper_GR1,99,exact_name
206,TLC HD | AR,TLC AR,ENTRETENIMIENTO,,False,,,95,review_required
207,COMEDY CENTRAL | AR,COMEDY CENTRAL AR,ENTRETENIMIENTO,,False,,,95,review_required
208,El Gourmet,EL GOURMET,ENTRETENIMIENTO,,True,EL.GOURMET..uy,epg_ripper_UY1,99,exact_name
209,EL GOURMET | AR HD,EL GOURMET AR,ENTRETENIMIENTO,,False,,,95,review_required
210,FOOD NETWORK,FOOD NETWORK,ENTRETENIMIENTO,,True,FOOD.NETWORK..uy,epg_ripper_UY1,99,exact_name
211,AMC SERIES | AR,AMC SERIES AR,✮CINE PREMIUM✮,,False,,,90,review_required
212,TLC,TLC,ENTRETENIMIENTO,,True,TLC.(HD).ro,epg_ripper_RO2,99,exact_name
213,NBC UNIVERSO,NBC UNIVERSO,ENTRETENIMIENTO,,False,,,90,review_required
214,ADULT SWIM FHD,ADULT SWIM,ENTRETENIMIENTO,,True,Adult.Swim.HD.br,epg_ripper_BR1,99,exact_name
215,PASIONES FHD,PASIONES,ENTRETENIMIENTO,,True,PASIONES.co,epg_ripper_CO1,99,exact_name
216,PASIONES HD,PASIONES,ENTRETENIMIENTO,,True,PASIONES.co,epg_ripper_CO1,99,exact_name
217,Tlenovelas HD,TLENOVELAS,ENTRETENIMIENTO,,False,,,95,review_required
218,LAS ESTRELLAS,LAS ESTRELLAS,ENTRETENIMIENTO,,True,LAS.ESTRELLAS.HD..uy,epg_ripper_UY1,99,exact_name
219,LAS ESTRELLAS HD,LAS ESTRELLAS,ENTRETENIMIENTO,,True,LAS.ESTRELLAS.HD..uy,epg_ripper_UY1,99,exact_name
220,Lifetime HD,LIFETIME,ENTRETENIMIENTO,,True,LIFETIME..HD.ph,epg_ripper_PH1,99,exact_name
221,Lifetime HD,LIFETIME,ENTRETENIMIENTO,,True,LIFETIME..HD.ph,epg_ripper_PH1,99,exact_name
222,TLC HD MX,TLC MX,ENTRETENIMIENTO,,False,,,95,review_required
223,TELEMUNDO BOSTON,TELEMUNDO BOSTON,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
224,Telemundo Providence,TELEMUNDO PROVIDENCE,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
225,Telemundo Miami,TELEMUNDO MIAMI,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
226,Telemundo 27 KFDY Lincoln,TELEMUNDO 27 KFDY LINCOLN,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
227,Telemundo San Diego Poway KUAN,TELEMUNDO SAN DIEGO POWAY KUAN,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,90,review_required
228,Telemundo WEST,TELEMUNDO,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,True,TELEMUNDO..uy,epg_ripper_UY1,99,exact_name
229,Telemundo 36 KXTX Dallas,TELEMUNDO 36 KXTX DALLAS,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
230,Telemundo WSNS Chicago,TELEMUNDO WSNS CHICAGO,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
231,Telemundo 27 KASA Santa Fe,TELEMUNDO 27 KASA SANTA FE,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
232,Telemundo Las Vegas,TELEMUNDO LAS VEGAS,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
233,Telemundo WZDC-WASHINGTON,TELEMUNDO WZDC WASHINGTON,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
234,Telemundo 51 WSCV Fort Lauderdale,TELEMUNDO 51 WSCV FORT LAUDERDALE,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,90,review_required
235,Telemundo 16 KHRR Tucson,TELEMUNDO 16 KHRR TUCSON,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
236,Telemundo 15 KVDA San Antonio,TELEMUNDO 15 KVDA SAN ANTONIO,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,90,review_required
237,Telemundo 22 KTMD Galveston,TELEMUNDO 22 KTMD GALVESTON,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
238,Telemundo 40 KTLM Rio Grande City,TELEMUNDO 40 KTLM RIO GRANDE CITY,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,90,review_required
239,Telemundo 52 KVEA Corona,TELEMUNDO 52 KVEA CORONA,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
240,Telemundo 48 KTDO Las Cruces,TELEMUNDO 48 KTDO LAS CRUCES,TELEMUNDO-UNIMAS-UNIVISION-GALAVISION,,False,,,95,review_required
